ShipmentID,SupplierID,ProductID,WarehouseID,OrderDate,ExpectedDate,ActualDeliveryDate,OrderQty,ReceivedQty,DefectQty,UnitCost,TotalCost,OrderPriority,ShippingMode
SHP007189,SUP012,PRD012,WH01,2024-12-22,2024-12-29,2024-12-31,870,864,15,133.74,116353.8,High,Rail
SHP007190,SUP005,PRD020,WH03,2025-02-19,2025-02-27,2025-02-28,699,693,20,132.93,92918.07,Low,Road
SHP007191,SUP012,PRD017,WH04,2025-05-29,2025-06-11,2025-06-11,23,23,0,9.45,217.35,High,Road
SHP007192,SUP001,PRD018,WH01,2024-08-01,2024-08-13,2024-08-17,927,920,12,46.43,43040.61,Medium,Road
SHP007193,SUP020,PRD007,WH05,2024-03-14,2024-03-30,2024-04-02,776,762,21,24.76,19213.76,Low,Road
SHP007194,SUP016,PRD009,WH01,2025-07-16,2025-08-05,2025-08-05,36,36,0,47.0,1692.0,Low,Road
SHP007195,SUP012,PRD022,WH01,2025-08-01,2025-08-05,2025-08-04,115,115,3,57.82,6649.3,Low,Road
SHP007196,SUP009,PRD004,WH06,2025-05-23,2025-06-04,2025-06-02,47,47,0,33.24,1562.28,Medium,Rail
SHP007197,SUP013,PRD024,WH04,2024-11-27,2024-12-11,2024-12-10,85,85,1,104.07,8845.95,Low,Road
SHP007198,SUP017,PRD025,WH04,2024-04-02,2024-04-06,2024-04-05,22,22,0,113.87,2505.14,Medium,Sea
SHP007199,SUP017,PRD004,WH01,2025-11-18,2025-12-06,2025-12-09,597,588,11,44.72,26697.84,Medium,Rail
SHP007200,SUP004,PRD011,WH03,2025-10-18,2025-11-05,2025-11-06,590,590,10,83.71,49388.9,Medium,Road
SHP007201,SUP014,PRD009,WH04,2025-06-02,2025-06-14,2025-06-14,369,366,5,112.34,41453.46,High,Rail
SHP007202,SUP019,PRD019,WH01,2024-09-25,2024-10-08,2024-10-14,191,191,7,64.07,12237.37,Medium,Road
SHP007203,SUP007,PRD005,WH04,2025-01-10,2025-01-17,2025-01-20,37,37,0,14.74,545.38,Low,Sea
SHP007204,SUP003,PRD021,WH05,2024-01-04,2024-01-18,2024-01-19,985,982,10,86.64,85340.4,Low,Rail
SHP007205,SUP001,PRD001,WH05,2024-05-17,2024-05-22,2024-05-21,270,269,1,142.88,38577.6,Medium,Road
SHP007206,SUP012,PRD020,WH02,2024-08-18,2024-08-27,2024-08-25,183,183,5,92.09,16852.47,Low,Sea
SHP007207,SUP015,PRD003,WH01,2025-08-22,2025-09-04,2025-09-05,785,780,24,69.15,54282.75,Low,Road
SHP007208,SUP011,PRD012,WH04,2025-06-12,2025-06-19,2025-06-17,290,287,0,57.75,16747.5,Medium,Rail
SHP007209,SUP010,PRD012,WH01,2024-02-21,2024-02-28,2024-02-29,610,609,0,132.87,81050.7,Medium,Road
SHP007210,SUP002,PRD001,WH02,2025-10-07,2025-10-10,2025-10-13,978,975,21,134.81,131844.18,Low,Rail
SHP007211,SUP004,PRD010,WH01,2024-11-20,2024-12-10,2024-12-08,891,879,25,38.56,34356.96,Low,Road
SHP007212,SUP017,PRD012,WH05,2024-10-03,2024-10-14,2024-10-15,890,879,17,146.73,130589.7,Medium,Road
SHP007213,SUP017,PRD001,WH04,2025-06-19,2025-07-02,2025-07-07,999,998,14,130.36,130229.64,Medium,Road
SHP007214,SUP008,PRD002,WH02,2025-04-30,2025-05-15,2025-05-16,340,337,3,8.79,2988.6,Low,Road
SHP007215,SUP014,PRD016,WH06,2025-05-30,2025-06-14,2025-06-13,792,778,23,130.21,103126.32,High,Rail
SHP007216,SUP004,PRD010,WH06,2024-05-31,2024-06-14,2024-06-15,34,34,0,83.02,2822.68,Medium,Road
SHP007217,SUP006,PRD008,WH01,2025-04-27,2025-05-04,2025-05-02,600,590,0,28.05,16830.0,Low,Sea
SHP007218,SUP019,PRD002,WH03,2024-09-15,2024-09-25,2024-10-01,115,114,3,54.32,6246.8,Medium,Road
SHP007219,SUP004,PRD007,WH05,2024-11-19,2024-11-23,2024-11-25,958,950,20,124.13,118916.54,Medium,Road
SHP007220,SUP003,PRD014,WH02,2024-06-16,2024-06-28,2024-06-28,354,351,9,3.56,1260.24,High,Rail
SHP007221,SUP020,PRD024,WH06,2025-11-18,2025-11-25,2025-11-25,614,613,18,3.55,2179.7,High,Road
SHP007222,SUP006,PRD003,WH06,2024-11-05,2024-11-09,2024-11-08,452,446,1,97.36,44006.72,Medium,Road
SHP007223,SUP007,PRD022,WH04,2025-04-23,2025-05-02,2025-04-30,812,805,9,121.97,99039.64,Medium,Road
SHP007224,SUP014,PRD013,WH01,2024-02-25,2024-03-01,2024-02-28,941,932,37,8.96,8431.36,Medium,Road
SHP007225,SUP012,PRD010,WH02,2025-09-11,2025-09-25,2025-09-28,835,824,29,98.57,82305.95,High,Road
SHP007226,SUP016,PRD022,WH06,2025-04-17,2025-04-22,2025-04-21,976,965,15,16.91,16504.16,High,Rail
SHP007227,SUP020,PRD007,WH05,2024-10-22,2024-10-26,2024-10-30,964,959,31,107.33,103466.12,Low,Sea
SHP007228,SUP008,PRD009,WH06,2025-04-05,2025-04-08,2025-04-10,97,97,3,96.4,9350.8,Medium,Road
SHP007229,SUP002,PRD002,WH02,2024-11-19,2024-12-03,2024-12-04,700,696,30,134.9,94430.0,High,Road
SHP007230,SUP013,PRD019,WH02,2024-05-20,2024-05-24,2024-05-28,864,852,35,105.12,90823.68,Medium,Sea
SHP007231,SUP008,PRD012,WH05,2025-10-28,2025-11-14,2025-11-12,596,592,2,136.88,81580.48,Medium,Road
SHP007232,SUP020,PRD017,WH02,2024-09-18,2024-09-22,2024-09-26,196,196,2,81.07,15889.72,Low,Road
SHP007233,SUP016,PRD004,WH03,2025-02-23,2025-02-26,2025-02-28,638,635,23,89.11,56852.18,Medium,Road
SHP007234,SUP004,PRD016,WH05,2024-08-28,2024-09-05,2024-09-04,847,842,13,72.66,61543.02,Low,Road
SHP007235,SUP016,PRD025,WH05,2024-12-20,2025-01-09,2025-01-10,969,952,21,78.86,76415.34,Low,Road
SHP007236,SUP020,PRD016,WH04,2025-08-11,2025-08-18,2025-08-17,71,71,3,109.79,7795.09,Medium,Air
SHP007237,SUP006,PRD014,WH06,2024-06-28,2024-07-04,2024-07-05,556,547,0,66.06,36729.36,Medium,Road
SHP007238,SUP004,PRD016,WH06,2024-03-06,2024-03-26,2024-03-28,982,971,15,56.75,55728.5,Medium,Rail
SHP007239,SUP016,PRD018,WH03,2024-12-13,2025-01-02,2025-01-02,392,388,1,36.85,14445.2,Medium,Road
SHP007240,SUP013,PRD004,WH06,2024-06-19,2024-06-25,2024-06-29,804,795,9,76.84,61779.36,Medium,Rail
SHP007241,SUP005,PRD019,WH06,2025-04-18,2025-05-07,2025-05-07,375,373,0,11.11,4166.25,Low,Road
SHP007242,SUP015,PRD014,WH06,2025-06-17,2025-07-03,2025-07-05,305,301,17,54.95,16759.75,Low,Road
SHP007243,SUP008,PRD019,WH01,2025-01-01,2025-01-19,2025-01-18,679,673,6,116.47,79083.13,Low,Road
SHP007244,SUP007,PRD011,WH05,2024-04-16,2024-05-03,2024-05-05,32,32,0,95.47,3055.04,High,Rail
SHP007245,SUP014,PRD015,WH01,2025-03-14,2025-04-01,2025-04-04,653,650,19,136.66,89238.98,Medium,Rail
SHP007246,SUP007,PRD011,WH03,2024-08-14,2024-08-28,2024-08-27,547,545,5,126.51,69200.97,Medium,Sea
SHP007247,SUP007,PRD005,WH05,2025-03-19,2025-03-24,2025-03-28,883,869,20,89.46,78993.18,Medium,Road
SHP007248,SUP018,PRD010,WH05,2025-03-17,2025-03-20,2025-03-19,428,427,10,73.64,31517.92,Low,Rail
SHP007249,SUP010,PRD015,WH03,2025-01-30,2025-02-05,2025-02-05,919,916,0,121.95,112072.05,Low,Sea
SHP007250,SUP018,PRD024,WH05,2025-08-03,2025-08-11,2025-08-17,690,684,8,41.82,28855.8,Medium,Sea
SHP007251,SUP014,PRD009,WH02,2024-03-24,2024-04-05,2024-04-06,255,254,4,119.67,30515.85,Low,Road
SHP007252,SUP010,PRD022,WH05,2025-09-06,2025-09-26,2025-09-26,103,102,0,63.75,6566.25,Medium,Road
SHP007253,SUP007,PRD012,WH06,2025-07-04,2025-07-23,2025-07-23,959,957,0,13.09,12553.31,Medium,Road
SHP007254,SUP007,PRD011,WH02,2024-01-13,2024-01-28,2024-01-29,869,853,0,43.84,38096.96,Medium,Rail
SHP007255,SUP007,PRD021,WH03,2025-11-23,2025-12-08,2025-12-06,612,605,8,2.69,1646.28,Medium,Rail
SHP007256,SUP005,PRD002,WH03,2025-05-07,2025-05-27,2025-05-27,838,834,0,40.45,33897.1,Medium,Road
SHP007257,SUP001,PRD025,WH02,2024-09-24,2024-10-09,2024-10-09,895,884,6,74.05,66274.75,Low,Road
SHP007258,SUP014,PRD007,WH02,2025-06-08,2025-06-28,2025-07-01,797,794,29,117.86,93934.42,Medium,Road
SHP007259,SUP018,PRD017,WH04,2024-04-29,2024-05-07,2024-05-07,37,37,0,93.83,3471.71,Medium,Road
SHP007260,SUP013,PRD011,WH05,2024-12-18,2024-12-30,2024-12-30,20,20,0,143.3,2866.0,Low,Sea
SHP007261,SUP008,PRD025,WH04,2024-02-26,2024-03-10,2024-03-10,725,723,4,121.02,87739.5,High,Sea
SHP007262,SUP008,PRD021,WH06,2024-02-09,2024-02-17,2024-02-18,686,677,23,118.28,81140.08,High,Sea
SHP007263,SUP010,PRD007,WH05,2024-12-01,2024-12-05,2024-12-03,747,738,4,132.58,99037.26,High,Road
SHP007264,SUP017,PRD023,WH02,2025-10-01,2025-10-11,2025-10-15,858,854,9,82.59,70862.22,Low,Sea
SHP007265,SUP006,PRD001,WH01,2024-06-21,2024-07-06,2024-07-08,623,615,0,57.07,35554.61,Medium,Rail
SHP007266,SUP015,PRD007,WH05,2025-06-30,2025-07-16,2025-07-14,894,882,47,58.02,51869.88,High,Sea
SHP007267,SUP015,PRD013,WH06,2024-09-15,2024-10-01,2024-10-10,174,173,2,28.08,4885.92,Medium,Road
SHP007268,SUP016,PRD003,WH05,2025-05-31,2025-06-14,2025-06-15,265,261,2,142.01,37632.65,Medium,Rail
SHP007269,SUP008,PRD005,WH05,2025-06-06,2025-06-24,2025-06-23,730,729,7,107.49,78467.7,Medium,Sea
SHP007270,SUP019,PRD019,WH05,2024-04-26,2024-05-13,2024-05-11,15,15,0,89.44,1341.6,High,Sea
SHP007271,SUP020,PRD020,WH06,2024-07-02,2024-07-05,2024-07-12,209,207,7,8.83,1845.47,Medium,Rail
SHP007272,SUP015,PRD003,WH04,2024-04-25,2024-04-28,2024-05-02,207,207,7,106.34,22012.38,Medium,Road
SHP007273,SUP003,PRD021,WH03,2024-06-10,2024-06-20,2024-06-20,592,590,20,17.36,10277.12,Medium,Air
SHP007274,SUP006,PRD010,WH01,2025-08-01,2025-08-17,2025-08-15,753,743,0,69.19,52100.07,High,Road
SHP007275,SUP008,PRD009,WH06,2025-06-26,2025-07-02,2025-07-07,408,408,0,141.98,57927.84,Low,Rail
SHP007276,SUP016,PRD005,WH05,2025-08-09,2025-08-22,2025-08-23,40,40,0,74.5,2980.0,Medium,Rail
SHP007277,SUP015,PRD021,WH01,2024-08-24,2024-09-09,2024-09-11,602,593,26,133.72,80499.44,Medium,Sea
SHP007278,SUP013,PRD020,WH06,2024-03-06,2024-03-20,2024-03-25,306,303,9,144.36,44174.16,Medium,Road
SHP007279,SUP020,PRD024,WH06,2024-03-10,2024-03-22,2024-03-22,555,551,21,29.07,16133.85,Medium,Sea
SHP007280,SUP015,PRD006,WH05,2025-03-22,2025-04-10,2025-04-10,710,710,39,89.34,63431.4,Low,Road
SHP007281,SUP018,PRD016,WH03,2025-02-19,2025-02-23,2025-02-22,355,351,5,117.81,41822.55,Low,Road
SHP007282,SUP013,PRD025,WH06,2025-06-15,2025-07-03,2025-07-02,788,780,19,81.06,63875.28,High,Road
SHP007283,SUP008,PRD005,WH05,2025-03-16,2025-03-30,2025-03-28,490,485,12,5.91,2895.9,Medium,Road
SHP007284,SUP014,PRD001,WH01,2025-04-08,2025-04-26,2025-04-28,426,422,6,86.43,36819.18,Medium,Road
SHP007285,SUP011,PRD002,WH02,2025-01-30,2025-02-13,2025-02-11,536,534,16,147.72,79177.92,Low,Road
SHP007286,SUP006,PRD017,WH02,2025-07-04,2025-07-09,2025-07-11,370,368,2,126.32,46738.4,Medium,Road
SHP007287,SUP001,PRD004,WH06,2025-10-18,2025-10-22,2025-10-20,697,693,11,89.71,62527.87,Low,Road
SHP007288,SUP002,PRD002,WH01,2025-07-10,2025-07-15,2025-07-16,413,413,7,52.01,21480.13,Medium,Sea
SHP007289,SUP013,PRD001,WH05,2025-01-29,2025-02-04,2025-02-05,628,624,16,46.94,29478.32,Low,Road
SHP007290,SUP001,PRD003,WH05,2024-11-21,2024-11-30,2024-12-02,664,664,4,118.2,78484.8,Medium,Rail
SHP007291,SUP004,PRD025,WH06,2024-03-31,2024-04-12,2024-04-13,881,868,30,113.77,100231.37,Medium,Road
SHP007292,SUP002,PRD008,WH03,2024-03-10,2024-03-30,2024-03-28,570,568,22,74.19,42288.3,Medium,Rail
SHP007293,SUP020,PRD002,WH06,2024-06-14,2024-06-23,2024-06-24,263,261,1,145.61,38295.43,High,Road
SHP007294,SUP016,PRD022,WH04,2025-10-03,2025-10-17,2025-10-18,906,896,23,138.6,125571.6,Medium,Rail
SHP007295,SUP003,PRD014,WH05,2024-08-01,2024-08-16,2024-08-14,570,565,7,83.81,47771.7,Low,Road
SHP007296,SUP017,PRD003,WH03,2025-08-23,2025-09-05,2025-09-04,764,750,29,130.56,99747.84,High,Road
SHP007297,SUP005,PRD015,WH01,2024-11-30,2024-12-03,2024-12-02,380,374,2,16.26,6178.8,Low,Road
SHP007298,SUP008,PRD024,WH01,2025-01-03,2025-01-19,2025-01-18,222,220,4,135.99,30189.78,Low,Road
SHP007299,SUP012,PRD025,WH06,2025-08-06,2025-08-14,2025-08-16,759,748,26,17.12,12994.08,High,Road
SHP007300,SUP012,PRD021,WH02,2025-11-07,2025-11-10,2025-11-14,568,563,16,97.97,55646.96,Low,Sea
SHP007301,SUP001,PRD012,WH04,2024-02-18,2024-02-29,2024-03-03,823,816,6,105.55,86867.65,Medium,Road
SHP007302,SUP001,PRD025,WH03,2024-02-21,2024-03-04,2024-03-06,263,259,0,145.76,38334.88,Low,Road
SHP007303,SUP015,PRD005,WH04,2024-10-15,2024-11-04,2024-11-11,48,48,1,3.23,155.04,Medium,Road
SHP007304,SUP017,PRD001,WH06,2025-09-17,2025-10-02,2025-10-03,308,306,9,124.8,38438.4,Medium,Road
SHP007305,SUP002,PRD003,WH01,2024-08-26,2024-08-31,2024-08-31,407,405,10,8.28,3369.96,Medium,Rail
SHP007306,SUP017,PRD019,WH04,2024-05-12,2024-05-20,2024-05-22,929,917,28,146.9,136470.1,High,Road
SHP007307,SUP020,PRD023,WH05,2024-06-14,2024-06-26,2024-06-29,875,867,37,71.68,62720.0,High,Road
SHP007308,SUP009,PRD004,WH05,2025-01-08,2025-01-26,2025-01-26,396,392,4,17.19,6807.24,High,Road
SHP007309,SUP012,PRD002,WH03,2025-01-07,2025-01-15,2025-01-17,478,477,18,89.37,42718.86,Medium,Sea
SHP007310,SUP004,PRD012,WH02,2025-04-22,2025-04-25,2025-04-27,343,339,8,4.43,1519.49,Medium,Sea
SHP007311,SUP013,PRD007,WH06,2025-04-23,2025-05-09,2025-05-09,130,129,2,41.13,5346.9,Low,Road
SHP007312,SUP004,PRD017,WH03,2025-10-11,2025-10-14,2025-10-15,620,612,11,100.46,62285.2,Medium,Rail
SHP007313,SUP007,PRD004,WH05,2025-08-13,2025-08-28,2025-08-27,77,77,0,128.83,9919.91,Medium,Road
SHP007314,SUP014,PRD001,WH05,2025-11-12,2025-11-19,2025-11-23,144,144,6,124.12,17873.28,Medium,Rail
SHP007315,SUP009,PRD018,WH02,2025-09-26,2025-10-15,2025-10-15,870,862,10,21.84,19000.8,Medium,Rail
SHP007316,SUP001,PRD002,WH02,2025-11-18,2025-11-24,2025-11-24,149,148,3,59.71,8896.79,Low,Road
SHP007317,SUP001,PRD016,WH03,2024-10-26,2024-11-04,2024-11-08,522,519,0,49.34,25755.48,High,Road
SHP007318,SUP020,PRD020,WH06,2024-03-22,2024-04-07,2024-04-13,551,543,13,74.95,41297.45,Low,Road
SHP007319,SUP004,PRD011,WH05,2024-03-27,2024-04-05,2024-04-08,839,838,20,136.55,114565.45,Medium,Road
SHP007320,SUP001,PRD006,WH01,2024-08-12,2024-08-22,2024-08-22,156,154,0,130.91,20421.96,Low,Road
SHP007321,SUP010,PRD019,WH05,2024-01-16,2024-01-22,2024-01-20,420,413,2,25.19,10579.8,Low,Road
SHP007322,SUP002,PRD013,WH01,2024-12-23,2025-01-01,2025-01-02,48,48,1,47.94,2301.12,High,Road
SHP007323,SUP015,PRD009,WH05,2024-06-11,2024-06-18,2024-06-19,919,916,48,17.09,15705.71,Low,Road
SHP007324,SUP003,PRD011,WH05,2025-09-01,2025-09-20,2025-09-20,160,160,4,111.6,17856.0,Medium,Rail
SHP007325,SUP009,PRD014,WH06,2025-10-29,2025-11-16,2025-11-14,432,429,0,119.28,51528.96,Medium,Sea
SHP007326,SUP017,PRD007,WH02,2025-05-28,2025-06-07,2025-06-10,786,772,20,52.74,41453.64,High,Rail
SHP007327,SUP013,PRD019,WH04,2024-12-15,2024-12-18,2024-12-20,432,425,16,37.39,16152.48,Medium,Road
SHP007328,SUP003,PRD017,WH03,2025-11-11,2025-11-24,2025-11-22,584,575,7,98.73,57658.32,Medium,Road
SHP007329,SUP004,PRD007,WH06,2025-04-08,2025-04-22,2025-04-26,13,13,0,32.05,416.65,Medium,Rail
SHP007330,SUP004,PRD014,WH06,2025-01-09,2025-01-26,2025-01-27,708,703,7,64.11,45389.88,Low,Rail
SHP007331,SUP011,PRD004,WH04,2024-04-01,2024-04-07,2024-04-07,748,736,17,126.61,94704.28,Medium,Road
SHP007332,SUP007,PRD012,WH04,2024-06-29,2024-07-15,2024-07-14,325,321,4,134.56,43732.0,Medium,Road
SHP007333,SUP011,PRD025,WH03,2024-10-27,2024-11-10,2024-11-10,207,207,0,64.76,13405.32,Medium,Sea
SHP007334,SUP011,PRD012,WH01,2025-10-21,2025-10-27,2025-10-25,594,587,7,135.12,80261.28,Low,Road
SHP007335,SUP010,PRD011,WH03,2024-07-07,2024-07-10,2024-07-08,968,958,4,132.0,127776.0,High,Road
SHP007336,SUP005,PRD025,WH06,2024-11-09,2024-11-12,2024-11-14,356,353,5,94.06,33485.36,Medium,Road
SHP007337,SUP013,PRD016,WH02,2025-05-07,2025-05-27,2025-05-27,641,632,20,49.79,31915.39,Medium,Road
SHP007338,SUP012,PRD014,WH01,2024-05-07,2024-05-14,2024-05-14,46,46,0,48.59,2235.14,Low,Rail
SHP007339,SUP010,PRD022,WH02,2025-06-02,2025-06-18,2025-06-22,433,426,7,110.57,47876.81,High,Rail
SHP007340,SUP007,PRD004,WH05,2025-03-01,2025-03-19,2025-03-17,641,633,5,110.61,70901.01,Medium,Rail
SHP007341,SUP019,PRD003,WH05,2025-07-12,2025-07-23,2025-07-27,102,102,3,4.01,409.02,Medium,Road
SHP007342,SUP019,PRD013,WH02,2025-07-18,2025-07-21,2025-07-19,153,151,5,117.04,17907.12,Low,Road
SHP007343,SUP019,PRD008,WH05,2024-07-05,2024-07-13,2024-07-13,319,316,13,51.16,16320.04,Low,Road
SHP007344,SUP012,PRD012,WH05,2025-07-03,2025-07-10,2025-07-11,412,409,7,85.93,35403.16,High,Sea
SHP007345,SUP020,PRD020,WH02,2025-03-28,2025-04-17,2025-04-21,764,763,34,144.96,110749.44,Medium,Road
SHP007346,SUP015,PRD012,WH04,2025-04-15,2025-04-28,2025-05-01,924,916,30,10.08,9313.92,Medium,Road
SHP007347,SUP005,PRD024,WH01,2025-07-18,2025-08-05,2025-08-09,10,10,0,77.93,779.3,High,Sea
SHP007348,SUP014,PRD005,WH01,2024-08-11,2024-08-22,2024-08-24,831,816,24,105.63,87778.53,Medium,Road
SHP007349,SUP012,PRD008,WH03,2024-06-02,2024-06-11,2024-06-12,961,951,22,31.03,29819.83,Low,Road
SHP007350,SUP011,PRD016,WH01,2025-07-13,2025-07-26,2025-07-25,787,784,4,86.91,68398.17,High,Road
SHP007351,SUP005,PRD010,WH03,2024-12-16,2024-12-28,2024-12-30,430,425,0,101.52,43653.6,Low,Sea
SHP007352,SUP016,PRD014,WH04,2024-05-26,2024-06-05,2024-06-05,579,579,8,85.11,49278.69,Medium,Air
SHP007353,SUP018,PRD006,WH03,2025-07-29,2025-08-10,2025-08-09,763,761,0,124.57,95046.91,High,Air
SHP007354,SUP012,PRD019,WH04,2024-12-14,2024-12-18,2024-12-16,102,102,2,134.64,13733.28,Medium,Road
SHP007355,SUP005,PRD024,WH06,2024-06-30,2024-07-08,2024-07-08,593,586,0,58.77,34850.61,High,Road
SHP007356,SUP016,PRD025,WH04,2025-09-28,2025-10-13,2025-10-15,259,258,8,41.76,10815.84,Low,Air
SHP007357,SUP012,PRD022,WH03,2024-06-27,2024-07-03,2024-07-03,472,464,11,8.96,4229.12,Medium,Rail
SHP007358,SUP002,PRD001,WH01,2024-02-08,2024-02-21,2024-02-27,622,620,10,91.17,56707.74,Medium,Road
SHP007359,SUP006,PRD017,WH06,2024-01-03,2024-01-15,2024-01-14,590,588,0,59.79,35276.1,Low,Rail
SHP007360,SUP004,PRD009,WH01,2024-03-04,2024-03-07,2024-03-07,634,634,1,121.44,76992.96,High,Road
SHP007361,SUP013,PRD012,WH02,2024-01-29,2024-02-01,2024-02-04,923,912,31,87.91,81140.93,High,Road
SHP007362,SUP010,PRD003,WH04,2025-01-06,2025-01-23,2025-01-21,908,900,0,23.8,21610.4,Medium,Road
SHP007363,SUP017,PRD013,WH05,2025-06-06,2025-06-17,2025-06-17,264,262,2,104.36,27551.04,Medium,Road
SHP007364,SUP014,PRD014,WH06,2024-04-06,2024-04-15,2024-04-16,158,158,5,144.03,22756.74,Low,Road
SHP007365,SUP015,PRD005,WH06,2025-03-17,2025-03-22,2025-03-29,116,115,5,58.4,6774.4,Medium,Rail
SHP007366,SUP008,PRD010,WH02,2024-07-21,2024-07-24,2024-07-25,752,740,13,137.25,103212.0,Low,Road
SHP007367,SUP018,PRD011,WH04,2025-02-14,2025-03-01,2025-03-03,736,726,19,61.31,45124.16,Medium,Sea
SHP007368,SUP003,PRD013,WH06,2024-01-21,2024-01-26,2024-01-27,548,541,0,84.13,46103.24,High,Road
SHP007369,SUP017,PRD015,WH02,2025-07-04,2025-07-18,2025-07-18,300,296,10,123.72,37116.0,High,Rail
SHP007370,SUP007,PRD022,WH02,2024-04-11,2024-04-18,2024-04-21,905,895,6,16.95,15339.75,Medium,Sea
SHP007371,SUP013,PRD005,WH03,2024-02-15,2024-02-29,2024-03-04,986,977,31,46.99,46332.14,Low,Road
SHP007372,SUP016,PRD002,WH06,2024-03-06,2024-03-12,2024-03-13,210,207,5,148.89,31266.9,Medium,Road
SHP007373,SUP005,PRD016,WH06,2025-08-25,2025-09-12,2025-09-10,934,922,5,112.71,105271.14,Medium,Road
SHP007374,SUP004,PRD003,WH03,2024-06-12,2024-06-22,2024-06-20,298,298,1,10.9,3248.2,Low,Road
SHP007375,SUP010,PRD023,WH06,2024-04-20,2024-05-04,2024-05-03,591,586,2,65.69,38822.79,High,Air
SHP007376,SUP013,PRD002,WH03,2024-12-03,2024-12-10,2024-12-12,77,77,4,133.69,10294.13,Low,Road
SHP007377,SUP010,PRD021,WH06,2024-05-02,2024-05-12,2024-05-13,546,544,0,109.22,59634.12,Medium,Road
SHP007378,SUP014,PRD011,WH01,2025-03-22,2025-04-05,2025-04-06,628,625,20,53.55,33629.4,Low,Sea
SHP007379,SUP012,PRD018,WH01,2025-09-02,2025-09-06,2025-09-08,867,862,29,57.26,49644.42,Medium,Road
SHP007380,SUP001,PRD021,WH01,2024-10-17,2024-11-03,2024-11-09,275,273,7,41.99,11547.25,Low,Sea
SHP007381,SUP020,PRD025,WH05,2025-11-01,2025-11-13,2025-11-13,144,143,3,33.36,4803.84,Low,Road
SHP007382,SUP020,PRD020,WH03,2025-02-15,2025-02-24,2025-02-28,398,393,8,114.21,45455.58,Medium,Road
SHP007383,SUP007,PRD011,WH03,2025-09-06,2025-09-15,2025-09-16,674,666,0,43.4,29251.6,Medium,Rail
SHP007384,SUP009,PRD018,WH04,2024-10-07,2024-10-17,2024-10-16,596,594,9,79.76,47536.96,Medium,Road
SHP007385,SUP008,PRD014,WH05,2024-02-12,2024-02-21,2024-02-23,634,631,8,89.58,56793.72,High,Road
SHP007386,SUP013,PRD021,WH03,2025-04-30,2025-05-09,2025-05-15,869,859,17,43.05,37410.45,Medium,Road
SHP007387,SUP014,PRD011,WH05,2025-08-18,2025-09-07,2025-09-11,456,454,18,114.56,52239.36,Medium,Road
SHP007388,SUP012,PRD015,WH01,2024-02-20,2024-02-26,2024-02-28,50,50,0,94.62,4731.0,Low,Air
SHP007389,SUP008,PRD015,WH02,2024-07-28,2024-08-07,2024-08-10,718,705,20,81.68,58646.24,Low,Road
SHP007390,SUP018,PRD003,WH04,2024-05-05,2024-05-08,2024-05-09,236,233,7,7.09,1673.24,Low,Road
SHP007391,SUP016,PRD003,WH02,2025-05-06,2025-05-19,2025-05-18,26,26,0,63.96,1662.96,Low,Road
SHP007392,SUP011,PRD017,WH01,2025-05-23,2025-06-02,2025-06-03,458,450,10,118.72,54373.76,Medium,Rail
SHP007393,SUP016,PRD010,WH06,2025-08-03,2025-08-11,2025-08-11,49,49,1,57.17,2801.33,Medium,Rail
SHP007394,SUP014,PRD003,WH06,2024-09-14,2024-09-26,2024-09-24,418,413,9,73.57,30752.26,Medium,Road
SHP007395,SUP003,PRD003,WH03,2024-07-06,2024-07-15,2024-07-15,50,50,1,87.32,4366.0,Medium,Rail
SHP007396,SUP002,PRD016,WH06,2024-08-17,2024-08-25,2024-08-25,127,126,6,38.36,4871.72,Medium,Air
SHP007397,SUP003,PRD007,WH04,2024-07-07,2024-07-20,2024-07-20,40,40,0,2.12,84.8,High,Road
SHP007398,SUP004,PRD017,WH05,2025-02-18,2025-03-04,2025-03-06,840,827,22,73.54,61773.6,Medium,Road
SHP007399,SUP005,PRD004,WH03,2024-01-10,2024-01-18,2024-01-19,139,139,0,77.12,10719.68,Medium,Sea
SHP007400,SUP010,PRD002,WH05,2024-04-23,2024-04-28,2024-04-26,346,345,0,75.45,26105.7,High,Rail
SHP007401,SUP020,PRD005,WH04,2024-03-16,2024-03-22,2024-03-25,996,978,39,94.93,94550.28,Medium,Road
SHP007402,SUP002,PRD018,WH02,2025-11-06,2025-11-14,2025-11-15,631,624,19,25.06,15812.86,Medium,Air
SHP007403,SUP012,PRD017,WH04,2025-05-16,2025-05-26,2025-05-28,556,547,10,40.36,22440.16,Low,Road
SHP007404,SUP005,PRD008,WH02,2024-03-25,2024-03-30,2024-03-28,584,582,0,82.85,48384.4,Medium,Road
SHP007405,SUP005,PRD020,WH04,2024-02-18,2024-03-03,2024-03-03,320,320,2,94.33,30185.6,Medium,Rail
SHP007406,SUP001,PRD012,WH05,2025-05-09,2025-05-18,2025-05-17,883,881,12,107.28,94728.24,High,Road
SHP007407,SUP004,PRD002,WH06,2025-11-19,2025-11-26,2025-11-25,437,436,4,128.25,56045.25,Medium,Road
SHP007408,SUP012,PRD013,WH05,2025-01-21,2025-02-07,2025-02-09,134,134,6,52.56,7043.04,Medium,Road
SHP007409,SUP012,PRD012,WH02,2025-01-23,2025-01-31,2025-01-29,388,386,13,62.68,24319.84,Low,Road
